日付,会場,レース番号,戦略,レースランク,レーススコア,見送り推奨,3択verdict,シナリオ種別,展開パターン,脅威合計,1号艇脆弱性,最大脅威艇,買い目ソース,生成点数,買い目リスト,実結果,的中,的中買い目,払戻金,投資額,回収額,収支,結果データあり
2026-01-28,びわこ,7,◎○△フォーメーション（15〜20点）,B,48,0,両建て推奨,逃げ軸流し,A,22.17,24.5,2,実買い目_全,10,1-2-4|1-2-5|1-3-4|1-3-5|1-3-2|1-5-4|1-5-2|2-1-5|2-1-4|2-1-3,2-1-5,True,2-1-5,1330,1000,1330,330,True
2026-01-24,大村,2,◎1着固定 2-3着流し（5〜8点）,S,85,0,逃げ狙い,逃げ軸流し,A,12.47,28.6,3,実買い目_全,10,1-3-2|1-3-5|1-2-3|1-2-5|1-4-2|1-4-3|1-4-5|2-1-3|2-1-5|5-1-6,1-2-3,True,1-2-3,450,1000,450,-550,True
2026-01-24,大村,1,◎1着固定 2-3着流し（5〜8点）,S,80,0,逃げ狙い,逃げ軸流し,A,9.18,25.6,2,実買い目_全,10,1-3-6|1-3-4|1-3-2|1-2-6|1-2-4|1-4-6|1-4-2|3-1-2|3-1-4|3-1-5,1-4-2,True,1-4-2,770,1000,770,-230,True
2026-01-23,大村,12,◎1着固定 2-3着流し（5〜8点）,S,95,0,逃げ狙い,逃げ軸流し,A,15.81,20.7,4,実買い目_全,10,1-3-5|1-2-5|1-3-4|1-2-4|1-3-2|1-5-4|1-5-2|2-1-5|2-1-4|2-1-3,1-5-3,False,,1190,1000,0,-1000,True
2026-01-23,大村,11,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,19.31,25.4,3,実買い目_全,9,1-3-4|1-3-2|1-4-3|1-4-2|1-2-4|1-2-3|3-1-4|3-1-2|3-1-5,1-3-4,True,1-3-4,440,900,440,-460,True
2025-07-26,多摩川,10,◎1着固定 2-3着流し（5〜8点）,S,88,0,逃げ狙い,主役軸流し,B,16.39,33.2,3,実買い目_全,12,2-1-3|2-1-5|2-1-4|2-3-1|2-4-1|2-3-5|2-3-4|1-2-5|1-2-3|1-3-2|1-3-5|1-5-2,2-1-3,True,2-1-3,1200,1200,1200,0,True
2025-07-26,多摩川,9,◎○△フォーメーション（15〜20点）,B,52,0,両建て推奨,主役軸流し,B,17.46,28.7,3,実買い目_全,12,3-1-4|3-1-5|3-4-1|3-1-2|3-2-1|3-4-5|3-2-4|1-3-5|1-3-2|1-2-3|1-2-5|1-5-3,1-4-3,False,,5380,1200,0,-1200,True
2025-09-30,芦屋,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,64,0,両建て推奨,主役軸流し,B,14.88,30.9,3,実買い目_全,12,2-1-3|2-1-4|2-4-1|2-1-5|2-3-1|2-4-3|2-3-4|1-2-4|1-3-4|5-4-1|1-2-3|1-3-2,3-1-4,False,,2290,1200,0,-1200,True
2025-09-30,芦屋,6,◎○△フォーメーション（15〜20点）,B,56,0,両建て推奨,主役軸流し,B,10.51,35.2,3,実買い目_全,12,6-1-4|6-1-3|6-3-1|6-4-1|6-1-2|6-3-4|6-4-3|1-3-6|1-3-4|1-4-6|1-4-3|6-1-5,4-5-6,False,,6170,1200,0,-1200,True
2026-01-28,びわこ,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,73,0,逃げ狙い,逃げ軸流し,A,14.24,32.5,4,実買い目_全,10,1-2-5|1-2-4|1-3-2|1-4-2|1-3-5|1-4-5|1-3-4|2-1-4|2-1-5|2-1-3,1-2-5,True,1-2-5,1850,1000,1850,850,True
2026-01-28,びわこ,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,67,0,逃げ狙い,逃げ軸流し,A,15.33,34.4,2,実買い目_全,10,1-3-4|1-3-5|1-3-2|1-2-4|1-2-5|1-5-4|1-5-2|6-1-4|6-1-2|6-1-3,1-2-3,False,,1280,1000,0,-1000,True
2026-01-28,びわこ,9,◎1着固定 2-3着流し（5〜8点）,S,85,0,逃げ狙い,逃げ軸流し,A,14.53,30.2,3,実買い目_全,10,1-3-2|1-3-5|1-2-3|1-2-5|1-4-3|1-4-2|1-4-5|3-1-5|3-1-2|6-1-2,1-2-4,False,,5600,1000,0,-1000,True
2025-11-17,鳴門,8,◎○△フォーメーション（15〜20点）,B,56,0,両建て推奨,逃げ軸流し,A,16.79,25.7,3,実買い目_全,9,1-2-3|1-2-4|1-3-2|1-3-4|1-4-3|1-4-2|4-1-3|4-1-2|4-1-5,1-5-2,False,,3680,900,0,-900,True
2025-10-30,江戸川,5,大荒れ。見送り推奨,D,25,0,両建て推奨,荒れ広め,D,13.92,32.7,4,実買い目_全,12,2-1-3|3-1-5|2-1-5|3-2-1|6-1-2|2-3-1|3-2-5|1-2-4|1-2-3|1-2-5|1-3-4|1-4-3,2-4-5,False,,2990,1200,0,-1200,True
2025-10-30,江戸川,4,◎○△フォーメーション（15〜20点）,B,49,0,両建て推奨,逃げ軸流し,A,12.34,30.6,4,実買い目_全,10,1-2-4|1-3-4|1-2-5|1-3-5|1-3-2|1-4-5|1-4-2|5-1-4|5-1-3|3-1-4,1-6-3,False,,3030,1000,0,-1000,True
2025-08-24,桐生,2,◎○△フォーメーション（15〜20点）,B,50,0,両建て推奨,主役軸流し,B,11.79,36.9,4,実買い目_全,12,4-1-5|4-1-2|4-2-1|4-1-3|4-5-1|4-2-5|4-2-3|1-2-4|1-3-4|1-3-2|1-2-5|1-4-2,1-5-6,False,,7830,1200,0,-1200,True
2025-08-24,桐生,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,61,0,両建て推奨,逃げ軸流し,A,16.05,34.0,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-4-5|1-2-5|1-4-3|1-2-3|3-1-5|4-1-5|3-1-4,1-3-4,True,1-3-4,1880,1000,1880,880,True
2025-11-29,福岡,3,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,21.16,21.0,2,実買い目_全,11,1-2-4|1-2-6|1-2-5|1-3-4|1-3-6|1-3-5|1-5-4|1-5-6|6-1-4|6-1-3|6-1-5,1-3-2,False,,800,1100,0,-1100,True
2026-01-24,大村,4,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,逃げ軸流し,A,14.97,35.0,3,実買い目_全,9,1-3-4|1-3-2|1-2-4|1-2-3|1-4-2|1-4-3|3-1-4|3-1-2|6-1-2,1-3-4,True,1-3-4,930,900,930,30,True
2026-01-24,大村,3,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,15.5,32.4,3,実買い目_全,9,1-2-3|1-3-2|1-2-5|1-3-5|1-5-3|1-5-2|3-1-2|3-1-4|3-1-5,1-2-3,True,1-2-3,750,900,750,-150,True
2025-09-30,芦屋,5,◎1着固定 2-3着流し（5〜8点）,S,83,0,逃げ狙い,逃げ軸流し,A,15.12,26.5,2,実買い目_全,10,1-3-5|1-3-2|1-4-5|1-2-5|1-4-3|1-2-3|1-4-2|3-1-2|3-1-5|3-1-4,1-3-2,True,1-3-2,1030,1000,1030,30,True
2025-07-26,多摩川,8,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,逃げ軸流し,A,12.9,26.0,2,実買い目_全,9,1-3-4|1-2-4|1-3-2|1-2-3|1-4-2|1-4-3|6-1-4|5-1-6|6-4-1,2-4-5,False,,2560,900,0,-900,True
2025-07-26,多摩川,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,77,0,逃げ狙い,逃げ軸流し,A,19.97,27.9,2,実買い目_全,9,1-2-4|1-3-4|1-2-3|1-3-2|1-4-3|1-4-2|4-1-2|4-1-3|4-1-5,1-4-5,False,,3830,900,0,-900,True
2025-09-30,芦屋,10,◎1着固定 2-3着流し（5〜8点）,S,89,0,逃げ狙い,逃げ軸流し,A,19.09,24.5,4,実買い目_全,9,1-2-4|1-3-4|1-2-3|1-3-2|1-4-3|1-4-2|2-1-4|2-1-5|2-1-3,1-2-4,True,1-2-4,820,900,820,-80,True
2026-01-24,大村,7,◎1着固定 2-3着流し（5〜8点）,S,96,0,逃げ狙い,逃げ軸流し,A,15.79,27.5,3,実買い目_全,9,1-3-4|1-3-2|1-2-4|1-4-2|1-4-3|1-2-3|3-1-4|3-1-2|3-1-5,1-3-6,False,,2620,900,0,-900,True
2025-08-16,桐生,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,65,0,逃げ狙い,逃げ軸流し,A,22.8,29.1,2,実買い目_全,9,1-2-4|1-2-3|1-3-4|1-4-2|1-4-3|1-3-2|2-1-4|2-1-5|2-1-3,1-4-3,True,1-4-3,3100,900,3100,2200,True
2025-08-16,桐生,9,◎○△フォーメーション（15〜20点）,B,51,0,両建て推奨,逃げ軸流し,A,17.27,31.5,4,実買い目_全,10,1-4-3|1-3-4|1-4-6|1-2-3|1-2-4|1-3-6|1-2-6|4-1-3|5-1-6|6-1-3,1-6-3,False,,2550,1000,0,-1000,True
2025-10-30,江戸川,8,◎○△フォーメーション（15〜20点）,B,47,0,両建て推奨,主役軸流し,B,13.65,32.6,2,実買い目_全,12,3-1-4|3-1-5|3-1-2|3-4-1|3-5-1|3-4-5|3-5-4|1-2-4|1-2-3|1-3-2|1-3-4|6-1-2,1-5-3,False,,8160,1200,0,-1200,True
2025-11-17,鳴門,5,◎○△フォーメーション（15〜20点）,B,47,0,両建て推奨,主役軸流し,B,17.18,31.0,2,実買い目_全,12,2-1-3|2-3-1|2-1-4|2-1-5|2-4-1|2-3-4|2-3-5|1-2-3|1-2-6|1-3-2|1-3-6|5-6-1,1-2-6,True,1-2-6,2300,1200,2300,1100,True
2025-11-17,鳴門,4,◎-○軸 3着3〜4艇流し（10〜15点）,A,66,0,逃げ狙い,逃げ軸流し,A,18.22,25.5,3,実買い目_全,10,1-2-4|1-2-3|1-3-4|1-3-2|1-5-4|1-5-2|1-5-3|2-1-5|2-1-3|2-1-4,2-5-1,False,,22260,1000,0,-1000,True
2026-01-29,びわこ,2,◎-○軸 3着3〜4艇流し（10〜15点）,A,63,0,両建て推奨,逃げ軸流し,A,8.94,34.7,4,実買い目_全,11,1-2-4|1-2-6|1-4-6|1-2-5|1-4-5|1-3-4|1-3-6|1-3-5|4-1-5|2-1-4|3-1-4,1-2-5,True,1-2-5,4070,1100,4070,2970,True
2026-01-29,びわこ,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,64,0,両建て推奨,主役軸流し,B,10.25,35.0,3,実買い目_全,12,3-1-4|3-1-5|3-4-1|3-1-2|3-2-1|3-2-4|3-4-5|1-3-2|1-3-4|1-2-3|1-4-3|1-2-4,1-2-3,True,1-2-3,1170,1200,1170,-30,True
2026-01-28,びわこ,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,71,0,逃げ狙い,逃げ軸流し,A,20.73,25.0,2,実買い目_全,9,1-2-5|1-3-5|1-2-3|1-3-2|1-5-3|1-5-2|2-1-5|2-1-4|2-1-3,1-4-5,False,,2670,900,0,-900,True
2026-01-24,大村,6,◎1着固定 2-3着流し（5〜8点）,S,88,0,逃げ狙い,逃げ軸流し,A,16.31,26.1,6,実買い目_全,10,1-4-6|1-3-6|1-2-6|1-4-3|1-2-3|1-3-4|1-2-4|3-1-4|3-1-5|3-1-6,1-5-4,False,,5170,1000,0,-1000,True
2026-01-24,大村,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,63,0,両建て推奨,逃げ軸流し,A,18.59,31.5,5,実買い目_全,10,1-3-5|1-3-4|1-5-4|1-2-5|1-5-3|1-2-4|1-2-3|5-1-3|5-1-4|5-1-2,5-4-3,False,,3940,1000,0,-1000,True
2025-11-29,福岡,4,◎1着固定 2-3着流し（5〜8点）,S,84,0,逃げ狙い,逃げ軸流し,A,19.45,27.1,4,実買い目_全,10,1-2-4|1-2-6|1-3-4|1-3-6|1-3-2|1-4-6|1-4-2|2-1-4|2-1-3|2-1-5,2-4-6,False,,9080,1000,0,-1000,True
2025-09-30,芦屋,9,◎1着固定 2-3着流し（5〜8点）,S,91,0,逃げ狙い,逃げ軸流し,A,8.41,28.7,4,実買い目_全,12,1-2-4|1-2-5|1-2-6|1-2-3|1-3-2|1-4-2|1-3-4|1-3-5|1-3-6|4-1-3|4-1-2|4-1-5,1-3-4,True,1-3-4,860,1200,860,-340,True
2025-09-30,芦屋,8,荒れ傾向。高配当狙いか見送り,C,42,0,両建て推奨,主役軸流し,B,14.33,47.2,3,実買い目_全,12,2-1-4|2-1-3|2-4-1|2-1-5|2-4-3|2-3-1|2-3-4|1-2-4|1-3-2|1-2-3|1-3-4|1-4-2,1-3-2,True,1-3-2,1880,1200,1880,680,True
2025-07-26,多摩川,6,荒れ傾向。高配当狙いか見送り,C,43,0,両建て推奨,荒れ広め,D,15.55,39.6,4,実買い目_全,12,6-1-2|6-2-1|6-1-3|5-1-6|6-1-5|5-6-1|4-1-5|1-3-5|1-2-5|1-3-4|1-3-2|1-2-4,1-3-2,True,1-3-2,2680,1200,2680,1480,True
2025-07-26,多摩川,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,75,0,逃げ狙い,主役軸流し,B,21.55,29.3,3,実買い目_全,12,2-3-4|2-4-3|2-3-5|2-5-4|2-5-3|2-4-5|2-3-6|2-1-3|2-1-4|1-2-4|1-2-3|1-3-4,3-4-2,False,,1880,1200,0,-1200,True
2025-07-26,多摩川,4,◎○△フォーメーション（15〜20点）,B,55,0,両建て推奨,荒れ広め,D,16.43,37.7,4,実買い目_全,12,6-1-3|6-1-4|6-4-1|2-1-3|5-1-6|2-1-4|6-3-1|1-2-4|1-2-3|1-3-4|1-3-2|1-4-3,2-3-1,False,,5390,1200,0,-1200,True
2025-10-30,江戸川,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,75,0,逃げ狙い,主役軸流し,B,13.3,26.4,3,実買い目_全,12,3-4-5|3-5-4|3-4-6|3-4-1|3-5-6|3-1-5|3-5-1|1-3-5|1-3-4|3-1-2|3-1-4|1-4-3,2-3-4,False,,13970,1200,0,-1200,True
2025-08-16,桐生,8,◎1着固定 2-3着流し（5〜8点）,S,83,0,逃げ狙い,逃げ軸流し,A,15.32,22.6,3,実買い目_全,10,1-3-5|1-5-3|1-5-4|1-2-5|1-3-4|1-2-3|1-2-4|3-1-5|3-1-4|3-1-6,1-5-3,True,1-5-3,720,1000,720,-280,True
2025-08-16,桐生,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,主役軸流し,B,14.09,33.6,3,実買い目_全,12,5-1-3|5-1-6|5-1-2|5-2-1|5-3-1|5-2-3|5-2-6|1-3-4|1-3-5|5-1-4|1-2-3|1-5-3,1-3-4,True,1-3-4,370,1200,370,-830,True
2025-11-17,鳴門,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,逃げ軸流し,A,11.03,28.5,4,実買い目_全,9,1-2-4|1-3-4|1-2-3|1-3-2|1-4-3|1-4-2|4-1-3|4-1-2|4-1-5,4-1-5,True,4-1-5,5500,900,5500,4600,True
2026-01-29,びわこ,4,◎○△フォーメーション（15〜20点）,B,58,0,両建て推奨,逃げ軸流し,A,19.93,27.9,4,実買い目_全,9,1-2-4|1-3-4|1-3-2|1-2-3|1-4-2|1-4-3|4-1-3|4-1-2|4-1-5,1-5-2,False,,1930,900,0,-900,True
2026-01-29,びわこ,3,◎-○軸 3着3〜4艇流し（10〜15点）,A,76,0,逃げ狙い,逃げ軸流し,A,18.52,29.3,3,実買い目_全,9,1-2-3|1-2-6|1-3-2|1-3-6|1-6-2|1-6-3|4-1-2|4-1-3|4-1-6,6-1-4,False,,2750,900,0,-900,True
2025-11-17,鳴門,6,荒れ傾向。高配当狙いか見送り,C,43,0,両建て推奨,主役軸流し,B,13.51,34.9,3,実買い目_全,12,3-4-5|3-5-4|3-4-6|3-4-2|3-6-4|3-5-6|3-6-5|1-3-4|1-3-5|1-5-3|1-5-4|1-2-3,1-5-2,False,,2520,1200,0,-1200,True
2025-08-16,桐生,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,60,0,両建て推奨,逃げ軸流し,A,18.51,25.7,4,実買い目_全,9,1-3-4|1-2-4|1-3-2|1-2-3|1-4-2|1-4-3|4-1-5|4-1-3|4-1-2,5-1-6,False,,34100,900,0,-900,True
2025-07-26,多摩川,3,大荒れ。見送り推奨,D,21,0,両建て推奨,主役軸流し,B,18.89,36.5,3,実買い目_全,12,2-1-3|2-1-4|2-1-5|2-3-1|2-3-4|2-4-1|2-4-3|6-1-3|1-3-2|1-3-5|4-5-6|1-4-2,3-4-5,False,,2770,1200,0,-1200,True
2025-07-26,多摩川,2,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,逃げ軸流し,A,18.84,25.7,4,実買い目_全,9,1-3-4|1-2-4|1-4-3|1-2-3|1-3-2|1-4-2|3-1-4|6-1-2|6-1-4,1-3-2,True,1-3-2,2040,900,2040,1140,True
2025-07-26,多摩川,1,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,逃げ軸流し,A,18.14,29.3,4,実買い目_全,9,1-3-4|1-3-2|1-2-4|1-4-2|1-4-3|1-2-3|4-1-3|4-1-2|6-1-2,1-4-3,True,1-4-3,1100,900,1100,200,True
2025-09-30,芦屋,12,◎1着固定 2-3着流し（5〜8点）,S,80,0,逃げ狙い,逃げ軸流し,A,15.11,31.6,3,実買い目_全,10,1-2-4|1-2-3|1-3-2|1-3-4|1-5-2|1-5-4|1-5-3|2-1-4|2-1-5|2-1-3,1-4-3,False,,1370,1000,0,-1000,True
2025-11-29,福岡,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,77,0,逃げ狙い,逃げ軸流し,A,22.72,24.3,2,実買い目_全,10,1-2-4|1-2-3|1-5-2|1-3-2|1-5-4|1-3-4|1-5-3|2-1-4|2-1-3|2-1-5,2-1-4,True,2-1-4,16730,1000,16730,15730,True
2025-11-28,福岡,12,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,逃げ軸流し,A,28.78,23.8,4,実買い目_全,9,1-2-4|1-2-3|1-3-4|1-4-3|1-3-2|1-4-2|2-1-4|2-1-3|2-1-5,1-2-6,False,,1050,900,0,-900,True
2026-01-24,大村,10,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,13.68,27.2,3,実買い目_全,10,1-3-5|1-3-4|1-4-5|1-2-5|1-2-4|1-4-3|1-2-3|4-1-5|4-1-3|4-1-6,1-5-3,False,,930,1000,0,-1000,True
2026-01-24,大村,9,◎1着固定 2-3着流し（5〜8点）,S,96,0,逃げ狙い,逃げ軸流し,A,14.9,25.9,2,実買い目_全,10,1-2-4|1-2-3|1-3-4|1-3-2|1-5-4|1-5-2|1-5-3|4-1-3|4-1-2|4-1-5,1-2-3,True,1-2-3,360,1000,360,-640,True
2025-08-16,桐生,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,71,0,逃げ狙い,逃げ軸流し,A,17.93,22.5,2,実買い目_全,9,1-3-2|1-2-3|1-2-5|1-3-5|1-5-2|1-5-3|3-1-2|3-1-5|3-1-6,1-2-3,True,1-2-3,390,900,390,-510,True
2025-08-16,桐生,5,◎○△フォーメーション（15〜20点）,B,57,0,両建て推奨,逃げ軸流し,A,17.34,26.5,2,実買い目_全,10,1-2-5|1-2-3|1-4-2|1-5-2|1-4-5|1-4-3|1-5-3|2-1-5|2-1-4|2-1-3,1-4-2,True,1-4-2,2410,1000,2410,1410,True
2025-08-16,桐生,4,◎○△フォーメーション（15〜20点）,B,47,0,両建て推奨,逃げ軸流し,A,22.25,31.3,4,実買い目_全,10,1-2-4|1-2-5|1-3-4|1-3-5|1-3-2|1-4-5|1-4-2|2-1-4|2-1-5|3-1-4,4-6-5,False,,37860,1000,0,-1000,True
2025-08-16,桐生,3,◎-○軸 3着3〜4艇流し（10〜15点）,A,72,0,逃げ狙い,主役軸流し,B,15.83,28.9,2,実買い目_全,12,2-1-4|2-1-3|2-4-1|2-1-5|2-3-1|2-3-4|2-4-3|1-2-4|1-2-3|1-4-2|1-3-2|1-3-4,2-1-4,True,2-1-4,620,1200,620,-580,True
2026-01-29,びわこ,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,64,0,両建て推奨,逃げ軸流し,A,21.75,27.4,2,実買い目_全,10,1-2-5|1-2-4|1-3-5|1-3-2|1-5-2|1-3-4|1-5-4|2-1-5|2-1-4|2-1-3,1-2-3,False,,1590,1000,0,-1000,True
2026-01-29,びわこ,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,68,0,逃げ狙い,逃げ軸流し,A,13.62,29.5,3,実買い目_全,9,1-3-4|1-2-4|1-4-3|1-3-2|1-2-3|1-4-2|3-1-4|3-1-5|3-1-6,1-4-6,False,,730,900,0,-900,True
2025-11-17,鳴門,3,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,荒れ広め,D,14.41,35.3,4,実買い目_全,12,6-1-2|2-1-4|6-1-4|6-1-3|2-1-3|6-2-1|6-4-1|1-2-4|1-2-3|1-3-4|1-3-2|1-4-3,1-2-4,True,1-2-4,1000,1200,1000,-200,True
2025-11-17,鳴門,2,◎○△フォーメーション（15〜20点）,B,56,0,両建て推奨,主役軸流し,B,14.31,33.7,3,実買い目_全,12,6-1-2|6-1-4|6-2-1|6-1-3|6-4-1|6-4-2|6-2-4|1-2-4|1-3-4|1-2-6|1-3-6|1-2-5,1-6-3,False,,10860,1200,0,-1200,True
2026-01-24,大村,8,◎-○軸 3着3〜4艇流し（10〜15点）,A,65,0,逃げ狙い,主役軸流し,B,10.79,44.6,2,実買い目_全,12,2-1-3|2-1-4|2-3-1|2-1-5|2-4-1|2-3-4|2-4-3|1-2-3|1-2-4|1-3-2|1-3-4|5-1-6,2-1-4,True,2-1-4,4780,1200,4780,3580,True
2025-11-28,福岡,9,◎-○軸 3着3〜4艇流し（10〜15点）,A,75,0,逃げ狙い,逃げ軸流し,A,24.26,32.1,4,実買い目_全,9,1-3-4|1-2-4|1-2-3|1-3-2|1-4-3|1-4-2|4-1-3|4-1-2|4-1-5,1-3-6,False,,870,900,0,-900,True
2026-01-24,大村,12,◎1着固定 2-3着流し（5〜8点）,S,98,0,逃げ狙い,逃げ軸流し,A,19.31,23.9,3,実買い目_全,9,1-3-4|1-3-2|1-2-4|1-2-3|1-4-3|1-4-2|3-1-2|3-1-4|3-1-5,1-2-6,False,,4840,900,0,-900,True
2026-01-24,大村,11,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,22.69,26.4,2,実買い目_全,10,1-2-4|1-2-5|1-4-5|1-3-4|1-4-2|1-3-5|1-3-2|2-1-4|2-1-5|2-1-3,4-3-6,False,,13090,1000,0,-1000,True
2025-11-29,福岡,2,◎-○軸 3着3〜4艇流し（10〜15点）,A,70,0,逃げ狙い,逃げ軸流し,A,34.97,25.2,2,実買い目_全,10,1-3-4|1-2-4|1-3-6|1-3-2|1-4-6|1-4-2|1-2-6|4-1-3|4-1-5|4-1-2,3-2-5,False,,5880,1000,0,-1000,True
2025-09-30,芦屋,11,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,20.07,26.2,4,実買い目_全,9,1-3-4|1-2-4|1-4-2|1-4-3|1-3-2|1-2-3|4-1-2|4-1-3|4-1-5,1-4-5,False,,6510,900,0,-900,True
2025-07-25,多摩川,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,66,0,逃げ狙い,逃げ軸流し,A,29.97,25.5,3,実買い目_全,10,1-3-4|1-2-4|1-3-6|1-2-3|1-2-6|1-4-3|1-4-6|3-1-4|3-1-5|3-1-2,3-2-6,False,,49680,1000,0,-1000,True
2025-07-25,多摩川,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,78,0,逃げ狙い,逃げ軸流し,A,15.5,34.1,3,実買い目_全,10,1-2-4|1-2-3|1-3-2|1-3-4|1-5-2|1-5-4|1-5-3|2-1-4|2-1-5|2-1-3,1-6-5,False,,7350,1000,0,-1000,True
2025-08-16,桐生,2,◎-○軸 3着3〜4艇流し（10〜15点）,A,63,0,両建て推奨,主役軸流し,B,11.9,35.3,4,実買い目_全,12,2-1-3|2-1-4|2-1-5|2-3-1|2-4-1|2-3-4|2-4-3|1-2-3|1-2-4|1-3-2|1-4-2|1-3-4,1-2-3,True,1-2-3,470,1200,470,-730,True
2025-08-16,桐生,1,大荒れ。見送り推奨,D,33,0,両建て推奨,主役軸流し,B,12.42,40.7,4,実買い目_全,12,4-5-1|4-5-6|4-1-5|4-5-2|4-1-6|4-6-5|4-6-1|1-2-4|1-2-5|1-3-4|1-5-4|1-3-5,1-2-4,True,1-2-4,600,1200,600,-600,True
2025-10-30,江戸川,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,67,0,逃げ狙い,逃げ軸流し,A,20.47,28.0,4,実買い目_全,10,1-2-4|1-3-4|1-3-2|1-2-5|1-3-5|1-4-2|1-4-5|2-1-4|2-1-5|2-1-3,1-2-4,True,1-2-4,1380,1000,1380,380,True
2025-10-30,江戸川,10,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,主役軸流し,B,23.19,30.2,3,実買い目_全,12,3-1-4|3-1-5|3-1-6|3-4-1|3-5-1|3-4-5|3-4-6|1-3-4|3-1-2|1-3-6|1-2-4|1-2-3,4-1-2,False,,15030,1200,0,-1200,True
2026-01-29,びわこ,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,69,0,逃げ狙い,逃げ軸流し,A,25.11,30.2,3,実買い目_全,10,1-3-4|1-2-4|1-3-2|1-3-5|1-2-5|1-4-2|1-4-5|2-1-3|5-1-6|5-6-1,4-2-3,False,,14850,1000,0,-1000,True
2026-01-29,びわこ,9,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,逃げ軸流し,A,16.99,25.3,4,実買い目_全,9,1-2-4|1-3-4|1-4-2|1-4-3|1-2-3|1-3-2|4-1-2|4-1-5|4-1-3,2-1-4,False,,3460,900,0,-900,True
2026-01-29,びわこ,8,◎-○軸 3着3〜4艇流し（10〜15点）,A,69,0,逃げ狙い,逃げ軸流し,A,11.02,30.7,4,実買い目_全,10,1-3-4|1-3-6|1-2-4|1-4-3|1-4-6|1-2-3|1-2-6|2-1-4|5-1-6|5-6-1,1-2-3,True,1-2-3,880,1000,880,-120,True
2026-01-29,びわこ,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,73,0,逃げ狙い,逃げ軸流し,A,9.44,34.3,5,実買い目_全,10,1-4-5|1-4-3|1-2-4|1-2-5|1-2-3|1-3-4|1-3-5|4-1-5|4-1-3|4-1-2,5-4-2,False,,2180,1000,0,-1000,True
2026-01-25,大村,2,◎○△フォーメーション（15〜20点）,B,56,0,両建て推奨,主役軸流し,B,18.24,33.3,3,実買い目_全,12,6-1-3|6-1-2|6-1-4|6-3-1|6-2-1|6-2-3|6-3-2|1-3-6|1-4-6|1-3-4|1-4-3|1-2-6,1-3-6,True,1-3-6,1490,1200,1490,290,True
2026-01-25,大村,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,69,0,逃げ狙い,主役軸流し,B,11.59,33.0,2,実買い目_全,12,2-1-4|2-1-3|2-4-1|2-3-1|2-1-5|2-3-4|2-4-3|1-2-4|1-3-4|1-2-3|1-3-2|1-4-2,1-2-4,True,1-2-4,2250,1200,2250,1050,True
2025-11-28,福岡,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,77,0,逃げ狙い,逃げ軸流し,A,31.52,23.6,2,実買い目_全,10,1-2-5|1-3-5|1-2-4|1-3-4|1-4-5|1-3-2|1-4-2|2-1-4|2-1-5|2-1-3,1-2-4,True,1-2-4,640,1000,640,-360,True
