venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-29,8,3,加木 郁,,2026-05-29 23:04:33,64,50.0,66.7,6,
edogawa,2026-05-29,8,4,寺本 重宣,,2026-05-29 23:04:33,69,66.7,83.3,4,
edogawa,2026-05-29,8,5,吉川 晴人,,2026-05-29 23:04:33,67,0.0,16.7,46,
edogawa,2026-05-29,8,6,角山 雄哉,,2026-05-29 23:04:33,63,6.7,13.3,45,津久井 拓也
edogawa,2026-05-29,9,1,岡 暢祐,,2026-05-29 23:06:33,36,35.7,57.1,22,山田 康二
edogawa,2026-05-29,9,2,吉田 宗弘,,2026-05-29 23:06:33,60,20.0,53.3,39,杉山 正樹
edogawa,2026-05-29,9,3,中野 夢斗,,2026-05-29 23:06:33,18,37.5,62.5,20,上原 崚
edogawa,2026-05-29,9,4,近藤 颯斗,,2026-05-29 23:06:33,31,50.0,57.1,9,小池 修平
edogawa,2026-05-29,9,5,濱本 優一,,2026-05-29 23:06:33,57,28.6,42.9,27,松尾 祭
edogawa,2026-05-29,9,6,本岡 勝利,,2026-05-29 23:06:33,61,26.7,26.7,33,大池 佑来
edogawa,2026-05-29,10,1,小林 一樹,,2026-05-29 23:08:30,29,33.3,53.3,23,須藤 博倫
edogawa,2026-05-29,10,2,一色 凌雅,,2026-05-29 23:08:30,71,33.3,66.7,25,
edogawa,2026-05-29,10,3,木場 悠介,,2026-05-29 23:08:30,54,42.9,42.9,15,馬場 剛
edogawa,2026-05-29,10,4,若林 義人,,2026-05-29 23:08:30,55,14.3,14.3,40,栗城 匠
edogawa,2026-05-29,10,5,香川 陽太,,2026-05-29 23:08:30,50,21.4,35.7,37,荒井 翔伍
edogawa,2026-05-29,10,6,横田 海人,,2026-05-29 23:08:30,58,28.6,50.0,31,湯川 浩司
edogawa,2026-05-29,11,1,中澤 和志,,2026-05-29 23:10:27,68,83.3,83.3,2,
edogawa,2026-05-29,11,2,永井 源,,2026-05-29 23:10:27,32,40.0,46.7,16,濱野 斗馬
edogawa,2026-05-29,11,3,外崎 悟,,2026-05-29 23:10:27,28,20.0,80.0,38,酒見 峻介
edogawa,2026-05-29,11,4,柏野 幸二,,2026-05-29 23:10:27,41,50.0,57.1,7,永田 秀二
edogawa,2026-05-29,11,5,益田 啓司,,2026-05-29 23:10:27,65,50.0,50.0,8,
edogawa,2026-05-29,11,6,平田 健之佑,,2026-05-29 23:10:27,20,40.0,50.0,17,北野 輝季
edogawa,2026-05-29,12,1,北山 康介,,2026-05-29 23:12:23,23,42.9,50.0,14,是澤 孝宏
edogawa,2026-05-29,12,2,石倉 洋行,,2026-05-29 23:12:23,17,37.5,75.0,21,鳥居塚 孝博
edogawa,2026-05-29,12,3,寺本 重宣,,2026-05-29 23:12:23,69,66.7,83.3,4,
edogawa,2026-05-29,12,4,松井 洪弥,,2026-05-29 23:12:23,66,66.7,83.3,3,
edogawa,2026-05-29,12,5,西舘 健,,2026-05-29 23:12:23,45,28.6,50.0,32,小林 泰
edogawa,2026-05-29,12,6,永嶋 裕一,,2026-05-29 23:12:23,27,42.9,71.4,13,向後 龍一
